created_at,handle,mined_at,retweet_count,text,tweet_id
Thu Oct 10 20:07:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928537,19090,"We defeated 100% of the ISIS Caliphate and no longer have any troops in the area under attack by Turkey, in Syria.… https://t.co/rAEAC18rdw",1182387197066039298
Thu Oct 10 14:40:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928538,8335,https://t.co/sI5hZ81ASL,1182304844683632642
Thu Oct 10 14:40:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928539,17486,https://t.co/HZzDQY5QqV,1182304840212455424
Thu Oct 10 13:49:52 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928540,19085,"Big day of negotiations with China. They want to make a deal, but do I? I meet with the Vice Premier tomorrow at The White House.",1182292163721404416
Thu Oct 10 13:42:47 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928542,14061,Why isn’t the IG investigating his so-called Whistleblower? All bad info!,1182290380542185472
Thu Oct 10 13:39:02 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928543,21022,"The President of the Ukraine just stated again, in the strongest of language, that President Trump applied no press… https://t.co/4IQBZho6St",1182289435955777537
Thu Oct 10 13:34:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928544,22946,Thank you to @OANN One America News for your fair coverage and brilliant reporting. It is appreciated by many peopl… https://t.co/ccW5IJb98E,1182288206806560769
Thu Oct 10 13:27:01 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928545,13755,"....the area and start a new war all over again. Turkey is a member of NATO. Others say STAY OUT, let the Kurds fig… https://t.co/2kFjO24P4R",1182286414353981440
Thu Oct 10 13:27:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928546,16699,Turkey has been planning to attack the Kurds for a long time. They have been fighting forever. We have no soldiers… https://t.co/hr9YhzW1eA,1182286411501838337
Thu Oct 10 13:12:37 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928548,17057,Where is Hunter Biden? He has disappeared while the Fake News protects his Crooked daddy! https://t.co/Gtwn0nxOTt,1182282790861201408
Thu Oct 10 13:08:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928549,18035,"...Court Justice &amp; I turned him down (he’s been terrible ever since), Shep Smith, @donnabrazile (who gave Crooked H… https://t.co/H1LTENm7IL",1182281836363485185
Thu Oct 10 13:08:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928550,21638,"From the day I announced I was running for President, I have NEVER had a good @FoxNews Poll. Whoever their Pollster… https://t.co/3CVU5wgQQa",1182281834970980352
Thu Oct 10 13:04:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928551,15047,“Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump in… https://t.co/9RRsipNQER,1182280635513294849
Thu Oct 10 04:16:36 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928552,17115,"In case the Kurds or Turkey lose control, the United States has already taken the 2 ISIS militants tied to beheadin… https://t.co/05C14uxy2B",1182147895371472896
Thu Oct 10 03:53:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928554,19254,"Impeached for what, having created the greatest Economy in the history of our Country, building our strongest ever… https://t.co/2DgE4OeFiy",1182142030325129217
Thu Oct 10 01:55:32 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928555,11302,A different take! https://t.co/XKnQ6XTF0k,1182112396837625857
Thu Oct 10 01:34:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928556,20772,“I don’t think it’s a Whistleblower at all. I think this is an anonymous source for the Democratic Staff in the Hou… https://t.co/G8QodnGwOf,1182107033874714624
Thu Oct 10 00:10:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928557,18397,https://t.co/I6VsoDIQQp,1182085917198241793
Wed Oct 09 23:30:16 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928558,30615,The hardest thing I have to do as President... https://t.co/6bzwh78I00,1182075837962690560
Wed Oct 09 18:12:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928560,28551,Sleepy Joe Biden! https://t.co/oZtytImXqq,1181995834369544198
Wed Oct 09 17:55:33 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928561,26385,"So pathetic to see Sleepy Joe Biden, who with his son, Hunter, and to the detriment of the American Taxpayer, has r… https://t.co/bPBdBHnSzQ",1181991604493656064
Wed Oct 09 16:27:46 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928562,24240,"Only 25 percent want the President Impeached, which is pretty low considering the volume of Fake News coverage, but… https://t.co/QKE74kOcAA",1181969511697788928
Wed Oct 09 16:22:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928563,17479,So why is someone a good or great President if they needed to Spy on someone else’s Campaign in order to win (that… https://t.co/wCGbhZFBWl,1181968273333719041
Wed Oct 09 14:32:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928564,11862,"....DACA stand, with all of its negative legal implications, the Republicans and Democrats will have a DEAL to let… https://t.co/aXhYPbGgtj",1181940394604535809
Wed Oct 09 14:32:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928566,15523,"President Obama said that he did not have the right to sign DACA, that it will never hold up in court. He signed it… https://t.co/sG8Rg0bpqI",1181940389990805504
Wed Oct 09 14:10:41 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928567,25339,Crooked Hillary should try it again! https://t.co/UjfIpZp1FA,1181935014709202947
Wed Oct 09 14:07:38 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928568,8899,True. Should have never been there in the first place! https://t.co/kVXtpB23Wy,1181934246111404032
Wed Oct 09 14:06:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928569,10606,"Why doesn’t the ICIG do something about this Scam? He should have never let it start, a Dem Hoax! https://t.co/UCbObppWbA",1181933850991235073
Wed Oct 09 14:02:13 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928570,15463,Adam Schiff is a disgrace to our Country! https://t.co/4pM3j1GLev,1181932884694839296
Wed Oct 09 13:59:32 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928572,9840,"So true Don, and this was a big lie. Look what happened to Friends of Trump, for less. Can’t let this pass! https://t.co/u2To514DNq",1181932207767789571
Wed Oct 09 13:51:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928573,8763,"But we are now, for the first time, giving companies a better alternative! https://t.co/jJFKywyIGw",1181930118828175363
Wed Oct 09 13:49:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928574,9904,"Great support from GOP in fighting the Radical Left, Do Nothing Democrats! https://t.co/qjskHYkQpD",1181929745518403585
Wed Oct 09 13:47:18 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928575,7874,"They don’t have a clue, but I do. The USA is doing great despite the Fed! https://t.co/85aW2YGehY",1181929128976670724
Wed Oct 09 12:43:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928577,12726,"....No Pressure at all said Ukraine! Very congenial, a perfect call. The Whistleblower and others spoke BEFORE seei… https://t.co/jE5Kk0kD1j",1181913137483829250
Wed Oct 09 12:43:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928578,20690,"The so-called Whistleblower, before knowing I was going to release the exact Transcript, stated that my call with t… https://t.co/6Ilmmb4Yom",1181913136074502144
Wed Oct 09 12:22:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928579,16767,"The Do Nothing Democrats are Con Artists, only looking to hurt the Republican Party and President. Their total focu… https://t.co/YuVNz2ygkZ",1181907681512169472
Wed Oct 09 12:14:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928580,19772,"....IN THE HISTORY OF OUR COUNTRY! We went to war under a false &amp; now disproven premise, WEAPONS OF MASS DESTRUCTIO… https://t.co/thTqsHSXlU",1181905661300559872
Wed Oct 09 12:14:02 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928581,27706,The United States has spent EIGHT TRILLION DOLLARS fighting and policing in the Middle East. Thousands of our Great… https://t.co/J0459vSCtA,1181905659568283648
Wed Oct 09 11:36:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928583,16446,Fighting between various groups that has been going on for hundreds of years. USA should never have been in Middle… https://t.co/5xzUJViUG7,1181896127471333381
Wed Oct 09 11:17:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928584,14244,"So make all Member Countries pay, not just the United States! https://t.co/IVbE4MqBVl",1181891356274413570
Wed Oct 09 11:14:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928585,13026,He should be Impeached for Fraud! https://t.co/lu3xKFQaON,1181890675375259653
Wed Oct 09 11:10:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928586,11302,.....The Whistleblower’s lawyer is a big Democrat. The Whistleblower has ties to one of my DEMOCRAT OPPONENTS. Why… https://t.co/sotF5lCZDI,1181889603516665857
Wed Oct 09 11:10:14 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928587,12759,"The Whistleblower’s facts have been so incorrect about my “no pressure” conversation with the Ukrainian President,… https://t.co/q1Yo0jnGlx",1181889601914454016
Wed Oct 09 10:47:43 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928589,12458,"A Total Scam by the Do Nothing Democrats. For the good of the Country, this Wirch Hunt should end now! https://t.co/G2nPapozye",1181883934776401920
Wed Oct 09 04:28:47 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928590,15811,So amazing! https://t.co/UG3DaSkmUc,1181788575861547008
Wed Oct 09 03:19:34 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928591,11344,https://t.co/ap9wN7wkj6,1181771156203986946
Wed Oct 09 03:16:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928592,10445,https://t.co/jZLa4vWXAZ,1181770276188631041
Wed Oct 09 02:39:23 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928593,22870,"Wow, Just Breaking: “The (big deal) Whistleblower had a ‘PROFESSIONAL TIE’ to 2020 Democratic Candidate.” Washingto… https://t.co/8u91jhLvdL",1181761045486080002
Wed Oct 09 02:15:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928594,13242,"“Bob Mueller was pursuing the FBI Director job when he met with President Trump in 2017, Administration officials s… https://t.co/JZsku62RmY",1181754987141124098
Wed Oct 09 02:00:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928596,11914,The Greatest Witch Hunt in the history of the USA! https://t.co/6FW11oLBv3,1181751294693969920
Wed Oct 09 01:57:35 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928597,21886,Gasoline Prices in the State of California are MUCH HIGHER than anywhere else in the Nation ($2.50 vs. $4.50). I gu… https://t.co/HK3QJCIwqz,1181750525596983296
Wed Oct 09 01:43:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928598,10909,"....If there is a Runoff in Louisiana, you will have a great new Republican Governor who will Cut your Taxes and Ca… https://t.co/k2MjEi0AzB",1181746918474440705
Wed Oct 09 01:43:15 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928599,14095,"Big Rally in Louisiana on Friday night. Must force a runoff with a Liberal Democrat Governor, John Bel Edwards, who… https://t.co/caYQNV2rEQ",1181746916981379072
Tue Oct 08 22:28:56 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928600,19245,"This is just the beginning, thank you to @ByronYork! https://t.co/1ceplqe5MZ",1181698015423275010
Tue Oct 08 18:54:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928602,17621,The U.S. Border is SECURE! https://t.co/h9EPUPL1uS,1181644113092980737
Tue Oct 08 18:40:40 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928603,16632,"....In fact, the “Cops For Trump” T-shirt Web Site CRASHED because of incredible volume, but is now back up and run… https://t.co/ViBGfbd5bU",1181640571334647814
Tue Oct 08 18:40:38 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928604,19960,"Radical Left Dem Mayor of Minneapolis, Jacob Frey, is doing everything possible to stifle Free Speech despite a rec… https://t.co/iYbQlIajvw",1181640563696820224
Tue Oct 08 17:30:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928605,13598,Friday night in Louisiana will be Great. Big crowd expected. Republicans must get out and vote for either of our tw… https://t.co/32ODeKyBYa,1181622998228508672
Tue Oct 08 16:06:26 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928606,25611,Hasn’t Adam Schiff been fully discredited by now? Do we have to continue listening to his lies?,1181601756347797505
Tue Oct 08 15:06:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928608,13950,https://t.co/bh1FyxfUiA,1181586618983034880
Tue Oct 08 14:35:57 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928609,13208,"Get your great T-Shirts, “Cops for Trump,” at https://t.co/pmhDDXsIlx  REALLY NICE! Thank you to Minneapolis Police… https://t.co/34pPVxdxb5",1181578987191095298
Tue Oct 08 14:31:08 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928611,22013,Someone please tell the Radical Left Mayor of Minneapolis that he can’t price out Free Speech. Probably illegal! I… https://t.co/KAncmV8QwQ,1181577775246905344
Tue Oct 08 14:25:06 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928612,15891,Thank you to Lt. Bob Kroll of the great Minneapolis Police Department for your kind words on @foxandfriends. The Po… https://t.co/5XSdJ5uofn,1181576256904744964
Tue Oct 08 14:06:29 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928613,32570,I think that Crooked Hillary Clinton should enter the race to try and steal it away from Uber Left Elizabeth Warren… https://t.co/KwhW2ge0Kp,1181571571787403265
Tue Oct 08 13:23:35 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928614,15033,"....to see. Importantly, Ambassador Sondland’s tweet, which few report, stated, “I believe you are incorrect about… https://t.co/4qtYbM0kH6",1181560772255719424
Tue Oct 08 13:23:19 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928615,20780,"I would love to send Ambassador Sondland, a really good man and great American, to testify, but unfortunately he wo… https://t.co/xMUw9y9qiC",1181560708808486914
Tue Oct 08 12:55:13 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928617,12547,"....understands that while we only had 50 soldiers remaining in that section of Syria, and they have been removed,… https://t.co/KnSfzsQ93i",1181553636444426240
Tue Oct 08 12:55:12 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928618,16478,"We may be in the process of leaving Syria, but in no way have we Abandoned the Kurds, who are special people and wo… https://t.co/QEKEoMC8En",1181553630354259968
Tue Oct 08 12:30:11 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928619,11712,".....good health, at my request, Pastor Brunson, who had many years of a long prison term remaining. Also remember,… https://t.co/ZRyFqxATin",1181547333990916097
Tue Oct 08 12:30:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928620,14719,"So many people conveniently forget that Turkey is a big trading partner of the United States, in fact they make the… https://t.co/8hZwfMQNQs",1181547331822456832
Tue Oct 08 12:10:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928621,19923,"The lightweight mayor is hurting the great police and other wonderful supporters. 72,000 ticket requests already. D… https://t.co/TrGkbxq7jA",1181542327711600642
Tue Oct 08 12:03:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928623,8857,Thank you Joni! https://t.co/1DoUqOvOpp,1181540621066092549
Tue Oct 08 04:13:31 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928624,19814,Adam should be Impeached! https://t.co/q7YRUWsJxy,1181422346697138176
Tue Oct 08 04:11:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928626,7027,Great book! https://t.co/i6GwghuEsU,1181421753286959104
Tue Oct 08 03:52:37 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928627,15579,"“There are no felonies, there are no Impeachable offenses. The Constitution’s very clear that you need bribery, tre… https://t.co/BOFLz0tDvf",1181417086851125248
Mon Oct 07 21:54:13 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928628,26451,https://t.co/4zENOQPQ11,1181326889480282112
Mon Oct 07 16:52:40 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928629,17990,Thank you @HeyTammyBruce! https://t.co/WYtJQmWv26,1181251003129180166
Mon Oct 07 16:48:06 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928630,14124,"""The Truth About Impeachment""
@SteveHiltonx @NextRevFNC https://t.co/3Pe2zClfUK",1181249853801877508
Mon Oct 07 15:38:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928632,19407,"....the captured ISIS fighters and families. The U.S. has done far more than anyone could have ever expected, inclu… https://t.co/Zb51wQ2qQC",1181232251390042118
Mon Oct 07 15:38:09 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928633,40623,"As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched… https://t.co/tNjd9bRijx",1181232249821388801
Mon Oct 07 15:20:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928634,15852,"....down, watching over a quagmire, &amp; spending big dollars to do so. When I took over, our Military was totally dep… https://t.co/7bmmC4qSb9",1181227887543894016
Mon Oct 07 15:20:48 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928635,21393,"I was elected on getting out of these ridiculous endless wars, where our great Military functions as a policing ope… https://t.co/uZgLPFGctA",1181227885841002496
Mon Oct 07 14:20:26 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928636,19073,"The Radical Left Democrats have failed on all fronts, so now they are pushing local New York City and State Democra… https://t.co/Dfjf0WD7HW",1181212691203084289
Mon Oct 07 14:01:05 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928638,11973,"....doesn’t even include the almost $2000 that the families got from the Trump Tax Cut.” Stephen Moore, Freedomwork… https://t.co/AxC4iODyUF",1181207822039683079
Mon Oct 07 14:01:04 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928639,18322,"Heritage Foundation “These numbers are blockbusters. Just since Donald Trump took office, Median Family Incomrs are… https://t.co/b9r3388d06",1181207817715421184
Mon Oct 07 13:38:21 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928640,14821,"“Incomes much higher under Trump than Bush, Obama.” @foxandfriends And almost everything else is better also (excep… https://t.co/YMGoA7dSv4",1181202101327843329
Mon Oct 07 12:04:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928641,17131,“IG: DECLASSIFIED INFORMATION CONTRADICTS THE WHISTLEBLOWER.” @foxandfriends  But why are people surprised? The “pa… https://t.co/xFVp4OCD8w,1181178546150092800
Mon Oct 07 11:51:43 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928642,18561,We just WON the big court case on Net Neutrality Rules! A great win for the future and speed of the internet. Will… https://t.co/0ZHUgiEpOT,1181175266409889793
Mon Oct 07 11:40:36 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928644,15952,"...figure the situation out, and what they want to do with the captured ISIS fighters in their “neighborhood.” They… https://t.co/MG7qGA3UXU",1181172467676565505
Mon Oct 07 11:40:35 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928645,16261,"....almost 3 years, but it is time for us to get out of these ridiculous Endless Wars, many of them tribal, and bri… https://t.co/jTM8fgA9hR",1181172465772482563
Mon Oct 07 11:40:34 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928646,8024,".....again said “NO,” thinking, as usual, that the U.S. is always the “sucker,” on NATO, on Trade, on everything. T… https://t.co/hLOcwGeJGO",1181172462291243008
Mon Oct 07 11:40:34 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928647,7344,"....including capturing thousands of ISIS fighters, mostly from Europe. But Europe did not want them back, they sai… https://t.co/6O23gZ1kSs",1181172459325800448
Mon Oct 07 11:40:33 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928648,21306,"The United States was supposed to be in Syria for 30 days, that was many years ago. We stayed and got deeper and de… https://t.co/1jkgAxrqRi",1181172457811697664
Mon Oct 07 02:27:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928650,27359,"....This makes Nervous Nancy every bit as guilty as Liddle’ Adam Schiff for High Crimes and Misdemeanors, and even… https://t.co/bGLtSrXqB1",1181033360241709056
Mon Oct 07 02:27:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928651,28899,Nancy Pelosi knew of all of the many Shifty Adam Schiff lies and massive frauds perpetrated upon Congress and the A… https://t.co/jhoHJnCe8W,1181033358794661889
Sun Oct 06 23:54:51 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928652,20110,".@60Minutes “forgot” to report that we are helping the great farmers of the USA to the tune of 28 Billion Dollars,… https://t.co/hKE1p8ggdi",1180994860188360704
Sun Oct 06 23:39:08 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928653,34551,"Unemployment Rate just dropped to 3.5%, the lowest in more that 50 years. Is that an impeachable event for your President?",1180990908000559104
Sun Oct 06 23:35:53 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928654,12396,"Gerry Baker of @WSJatLarge  “Do you think what you’ve seen rises to the level of impeachment?” Ken Starr, Clinton S… https://t.co/CCJKag9PRl",1180990087749935105
Sun Oct 06 23:25:10 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928656,17516,Sleepy Eyes Chuck Todd of “Meet the Press” had a total meltdown in his interview with highly reaspected Senator… https://t.co/j0usm2hmAn,1180987393115074560
Sun Oct 06 23:22:17 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928657,13400,"Join me at the Target Center in Minneapolis, Minnesota this Thursday, October 10th at 7:00pm! Tickets:… https://t.co/Y0JKKtFtsk",1180986664912588802
Sun Oct 06 23:05:39 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928658,14541,"Good job, I must say, by Bob Woodward on “Deface the Nation.” The CBS no name host(ess), and other guest, Peter Bak… https://t.co/bn0vwftqbI",1180982480083570688
Sun Oct 06 22:03:03 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928659,19326,Democrat lawyer is same for both Whistleblowers? All support Obama and Crooked Hillary. Witch Hunt! https://t.co/KL78g24AXx,1180966726227386368
Sun Oct 06 20:13:55 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928661,31773,DRAIN THE SWAMP!,1180939260146470912
Sun Oct 06 20:13:33 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928662,18258,"Will be in Minnesota on Thursday night. Massive response, crowd and enthusiasm (actually, all over the Country) wil… https://t.co/4Im94qqPpY",1180939171755630599
Sun Oct 06 19:19:30 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928663,12753,https://t.co/Xsk50hrvvW,1180925566951788545
Sun Oct 06 19:17:54 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928664,12465,https://t.co/Q6LzFFTLyX,1180925164080582657
Sun Oct 06 17:37:41 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928665,17104,"Going to Louisiana on Friday night for a big Republican Rally. Keep Democrat Governor Edwards under 50%, force a ru… https://t.co/rtbufGufk9",1180899945701879808
Sun Oct 06 16:56:47 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928667,20019,#DONOTHINGDEMOCRATS,1180889650333917190
Sun Oct 06 16:42:26 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928668,17889,"....And by the way, I would LOVE running against 1% Joe Biden - I just don’t think it’s going to happen. Sleepy Joe… https://t.co/vow8V54nrG",1180886040791388161
Sun Oct 06 16:42:26 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928669,29150,"The Biden family was PAID OFF, pure and simple! The fake news must stop making excuses for something that is totall… https://t.co/hX8ljpFBHS",1180886039801602048
Sun Oct 06 14:58:32 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928670,19533,....and separately got 1.5 Billion Dollars from China despite no experience and for no apparent reason. There is NO… https://t.co/gXuhg5s342,1180859894003572736
Sun Oct 06 14:58:31 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928671,24236,It is INCREDIBLE to watch and read the Fake News and how they pull out all stops to protect Sleepy Joe Biden and hi… https://t.co/q1NjVqTidG,1180859889381466113
Sun Oct 06 13:25:38 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928673,18896,"The Democrats are lucky that they don’t have any Mitt Romney types. They may be lousy politicians, with really bad… https://t.co/r3gjpIhMj5",1180836514743357440
Sun Oct 06 13:24:32 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928674,24505,95% Approval Rating in Republican Party. Thank you!,1180836237239816192
Sun Oct 06 13:21:45 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928675,16846,The Do Nothing Democrats are being exposed! https://t.co/Z5G5oEQOqs,1180835536086470656
Sun Oct 06 13:14:00 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928676,17817,The great Scam is being revealed! https://t.co/Ny429UTVUn,1180833586380972034
Sun Oct 06 02:12:50 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928678,18607,https://t.co/uElgSLSoJ8,1180667198093824001
Sun Oct 06 02:01:49 +0000 2019,Donald J. Trump,2019-10-23 14:22:28.928679,11199,https://t.co/UBsZoZb20g,1180664424375435265
